1.039999976844426799e+00,9.600000044198889748e-01,9.600000490796943842e-01,1.039999200015999659e+00,9.600000334727752938e-01,9.600000110497206585e-01,9.600000147874252487e-01,9.600079984003199174e-01,1.039999111130863740e+00,1.039999733335111198e+00
1.080060957115705822e+00,9.197799874264394049e-01,9.198625932255106719e-01,1.042573958337627893e+00,9.198529097927004017e-01,9.198539582334781528e-01,9.197565048040284852e-01,9.277951051381077008e-01,1.019898469701323585e+00,1.077371848566010204e+00
1.120384394890976854e+00,8.792927828878539520e-01,8.792731328445183570e-01,1.017298752300981102e+00,8.792857607269630726e-01,8.794597695342113441e-01,8.792044540600427727e-01,8.988269337540265580e-01,1.030474241833935656e+00,1.115214077506945900e+00
1.160961018827672442e+00,8.383379028256338072e-01,8.381230694964859618e-01,9.850443213276108834e-01,8.383140061001572718e-01,8.385476734093747497e-01,8.381201792130511530e-01,8.802596269774599635e-01,1.048890261883894226e+00,1.152900578256872421e+00
1.201801856013513081e+00,7.971275732610705322e-01,7.963482621431581254e-01,9.499290634631369912e-01,7.967487397855208542e-01,7.971891202395393616e-01,7.965665078912751440e-01,8.529013451093859777e-01,1.039685303276478789e+00,1.148003236648681646e+00
1.242946481615929022e+00,7.555461127360134643e-01,7.537473674403030177e-01,9.137244814607833332e-01,7.542586073732013840e-01,7.552363207089914932e-01,7.542666504896855528e-01,8.352933537961955146e-01,1.028266687957254399e+00,1.147159984100690533e+00
1.284191880358965587e+00,7.135438263362854361e-01,7.106368714543543907e-01,8.744410954356174326e-01,7.109364846699393059e-01,7.127428994199691559e-01,7.112833523213208942e-01,8.178633530402232843e-01,1.037224497930588685e+00,1.156358108118950234e+00
1.324792600341028193e+00,6.712019575004353200e-01,6.665288945092956441e-01,8.351071845615143374e-01,6.672131913221350796e-01,6.697302346544975471e-01,6.676329868195557404e-01,7.950953299355795201e-01,1.049529423843073461e+00,1.176102604751025460e+00
1.365350577105161722e+00,6.286164870980203156e-01,6.212795305428979731e-01,7.927792288609883942e-01,6.225638666557280487e-01,6.261949773089909854e-01,6.232434691597892318e-01,7.636534907003068584e-01,1.072154422608815327e+00,1.197492451283669546e+00
1.405631068392773741e+00,5.858639485566661254e-01,5.749632092974815700e-01,7.486348876372952432e-01,5.772840004925552382e-01,5.818705395166622329e-01,5.782606062967159399e-01,7.728856720840107108e-01,1.104336155703623756e+00,1.187123835119117565e+00
1.446042053052756238e+00,5.429137447488697754e-01,5.279952912009592270e-01,7.030885034682567980e-01,5.314502854850393643e-01,5.373472633509595031e-01,5.329973716718172660e-01,7.912026531570502952e-01,1.132502678407207419e+00,1.195598932853600527e+00
